146 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.3.0.32 , 10.50.23.79 , UDP , 53 , 53363 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
14794 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
13454 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
9434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
12114 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
16134 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
305 , 10:7b:44:2e:f3:d , 48:45:20:44:0:9d , IPv4 , 10.50.23.158 , 10.50.23.255 , UDP , 54915 , 54915 
10774 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
60 , c8:5b:76:8f:e6:76 , 48:45:20:44:0:9d , ARP , 230.118.10.50 , 22.164.0.0 , Unknown/Not Supported , 0 , 0 
21494 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
13454 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
13454 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
10774 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
24174 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
10774 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
9434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4576 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1145 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
75 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.3.0.101 , UDP , 53363 , 53 
75 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.3.0.101 , UDP , 53363 , 53 
75 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.3.0.32 , UDP , 53363 , 53 
75 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.3.0.205 , UDP , 53363 , 53 
75 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.21 , UDP , 53363 , 53 
75 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
483 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
60 , a0:32:99:4d:8f:7e , 48:45:20:44:0:9d , ARP , 143.126.10.50 , 23.110.0.0 , Unknown/Not Supported , 0 , 0 
349 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.3.0.101 , 10.50.23.79 , UDP , 53 , 53363 
137 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.3.0.101 , 10.50.23.79 , UDP , 53 , 53363 
137 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.3.0.32 , 10.50.23.79 , UDP , 53 , 53363 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
94 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
94 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
75 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.3.0.101 , UDP , 53363 , 53 
75 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.3.0.101 , UDP , 53363 , 53 
1364 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
456 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
94 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
94 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
94 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
94 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
94 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
94 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
94 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
94 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
137 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.21 , 10.50.23.79 , UDP , 53 , 53363 
137 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.3.0.205 , 10.50.23.79 , UDP , 53 , 53363 
137 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
349 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.3.0.101 , 10.50.23.79 , UDP , 53 , 53363 
137 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.3.0.101 , 10.50.23.79 , UDP , 53 , 53363 
363 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 0.0.0.0 , 255.255.255.255 , UDP , 68 , 67 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
157 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
104 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
112 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
157 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
104 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
60 , a0:32:99:4d:8f:7e , 48:45:20:44:0:9d , ARP , 143.126.10.50 , 23.110.0.0 , Unknown/Not Supported , 0 , 0 
